State,Atmospheric Condition,Crash Date,Fatalities in crash,Roadway,Age,Alcohol Results,Person Type,Drug Involvement,Race,Gender,Injury Severity,Crash Date.year,Crash Date.month,Crash Date.day-of-month,Crash Date.day-of-week,Alcohol Results Cleaned,Race Cleaned,Gender Cleaned,Drug Involvment Clean,Age Cleaned,Roadway Category,Alcohol Category
Hawaii,Clear,1/1/2011,2,Rural-Minor Arterial,34,0,Driver of a Motor Vehicle In-Transport,Unknown,,Female,Incapacitating Injury (A),2011,1,1,6,0,Unknown,Female,Unknown,34,Rural,0
Hawaii,Clear,1/1/2011,2,Rural-Minor Arterial,42,0,Driver of a Motor Vehicle In-Transport,Unknown,Filipino,Female,Fatal Injury (K),2011,1,1,6,0,Filipino,Female,Unknown,42,Rural,0
Hawaii,Clear,1/1/2011,2,Rural-Minor Arterial,48,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,1,1,6,0,Unknown,Male,Unknown,48,Rural,0
Idaho,Clear,1/2/2011,1,Rural-Principal Arterial-Interstate,25,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Incapacitating Injury (A),2011,1,2,7,0,Unknown,Female,Unknown,25,Rural,0
Indiana,Rain,1/1/2011,1,Rural-Local Road or Street,33,0,Driver of a Motor Vehicle In-Transport,No,,Male,Incapacitating Injury (A),2011,1,1,6,0,Unknown,Male,No,33,Rural,0
Iowa,Clear,1/2/2011,1,Urban-Minor Arterial,43,,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,2,7,0,White,Male,Unknown,43,Urban,0
Kansas,Clear,1/2/2011,2,Rural-Principal Arterial-Other,62,,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,1,2,7,0,White,Female,Unknown,62,Rural,0
Kentucky,Clear,1/1/2011,2,Urban-Other Principal Arterial,3,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Non-incapacitating Evident Injury (B),2011,1,1,6,0,Unknown,Male,Unknown,3,Urban,0
Kentucky,Clear,1/1/2011,2,Urban-Other Principal Arterial,8,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,1,1,6,0,Unknown,Female,Unknown,8,Urban,0
Kentucky,Clear,1/1/2011,2,Urban-Other Principal Arterial,33,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,1,1,6,0,Unknown,Female,Unknown,33,Urban,0
Maine,Clear,1/3/2011,2,Rural-Major Collector,55,0,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,1,3,1,0,Unknown,Male,Unknown,55,Rural,0
Maine,Clear,1/3/2011,2,Rural-Major Collector,93,,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,1,3,1,0,White,Female,Unknown,93,Rural,0
Maryland,Rain,1/1/2011,1,Urban-Principal Arterial-Interstate,30,0.17,Driver of a Motor Vehicle In-Transport,Unknown,Black,Male,Fatal Injury (K),2011,1,1,6,0.17,Black,Male,Unknown,30,Urban,1
Michigan,Rain,1/1/2011,1,Rural-Major Collector,42,0.22,Pedestrian,No,White,Male,Fatal Injury (K),2011,1,1,6,0.22,White,Male,No,42,Rural,1
Minnesota,Snow,1/3/2011,1,Urban-Minor Arterial,37,,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,1,3,1,0,Unknown,Male,No,37,Urban,0
Missouri,Cloudy,1/1/2011,1,Rural-Principal Arterial-Interstate,31,0.21,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,1,6,0.21,White,Male,Unknown,31,Rural,1
Montana,Blowing Snow,1/5/2011,1,Rural-Principal Arterial-Other,63,0,Passenger of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,1,5,3,0,White,Male,No,63,Rural,0
Montana,Blowing Snow,1/5/2011,1,Rural-Principal Arterial-Other,63,,Passenger of a Motor Vehicle In-Transport,No,,Female,Possible Injury (C),2011,1,5,3,0,Unknown,Female,No,63,Rural,0
Nebraska,Clear,1/1/2011,1,Rural-Local Road or Street,39,0.14,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,1,1,6,0.14,White,Male,No,39,Rural,1
Nevada,Cloudy,1/3/2011,1,Urban-Minor Arterial,46,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,No Injury (O),2011,1,3,1,0,Unknown,Female,Unknown,46,Urban,0
New Mexico,Clear,2/12/2011,1,Urban-Collector,49,0,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,2,12,6,0,White,Male,Unknown,49,Urban,0
North Carolina,Snow,1/7/2011,2,Rural-Major Collector,23,,Passenger of a Motor Vehicle In-Transport,No,,Female,Incapacitating Injury (A),2011,1,7,5,0,Unknown,Female,No,23,Rural,0
North Carolina,Snow,1/7/2011,2,Rural-Major Collector,35,,Driver of a Motor Vehicle In-Transport,No,,Male,Non-incapacitating Evident Injury (B),2011,1,7,5,0,Unknown,Male,No,35,Rural,0
North Carolina,Snow,1/7/2011,2,Rural-Major Collector,54,0,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,1,7,5,0,White,Male,No,54,Rural,0
Ohio,Cloudy,1/1/2011,1,Urban-Other Principal Arterial,25,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,1,1,6,0,Unknown,Male,Unknown,25,Urban,0
Ohio,Cloudy,1/1/2011,1,Urban-Other Principal Arterial,35,0.18,Driver of a Motor Vehicle In-Transport,No,,Male,Non-incapacitating Evident Injury (B),2011,1,1,6,0.18,Unknown,Male,No,35,Urban,1
Oklahoma,Clear,1/1/2011,2,Rural-Local Road or Street,48,0.22,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,1,1,6,0.22,White,Male,No,48,Rural,1
Oregon,Clear,1/2/2011,1,Rural-Principal Arterial-Other,23,,Driver of a Motor Vehicle In-Transport,Unknown,,Male,Non-incapacitating Evident Injury (B),2011,1,2,7,0,Unknown,Male,Unknown,23,Rural,0
Oregon,Clear,1/2/2011,1,Rural-Principal Arterial-Other,23,,Passenger of a Motor Vehicle In-Transport,Unknown,,Female,Non-incapacitating Evident Injury (B),2011,1,2,7,0,Unknown,Female,Unknown,23,Rural,0
Rhode Island,Clear,1/4/2011,1,Urban-Principal Arterial-Other Freeways or Expressways,26,0,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,1,4,2,0,White,Male,No,26,Urban,0
South Dakota,Clear,1/5/2011,1,Urban-Minor Arterial,24,0.35,Driver of a Motor Vehicle In-Transport,Unknown,White,Female,Fatal Injury (K),2011,1,5,3,0.35,White,Female,Unknown,24,Urban,1
Tennessee,Rain,2/1/2011,1,Rural-Principal Arterial-Interstate,45,0,Passenger of a Motor Vehicle In-Transport,No,Black,Female,Fatal Injury (K),2011,2,1,2,0,Black,Female,No,45,Rural,0
Tennessee,Rain,2/1/2011,1,Rural-Principal Arterial-Interstate,49,0,Driver of a Motor Vehicle In-Transport,No,,Female,No Injury (O),2011,2,1,2,0,Unknown,Female,No,49,Rural,0
Texas,Clear,1/1/2011,2,Urban-Minor Arterial,43,0,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,1,6,0,White,Male,Unknown,43,Urban,0
Texas,Clear,1/1/2011,2,Urban-Minor Arterial,43,,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,1,1,6,0,White,Female,Unknown,43,Urban,0
Utah,Clear,1/1/2011,1,Urban-Other Principal Arterial,18,,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),2011,1,1,6,0,White,Female,No,18,Urban,0
Utah,Clear,1/1/2011,1,Urban-Other Principal Arterial,26,,Driver of a Motor Vehicle In-Transport,No,,Female,Non-incapacitating Evident Injury (B),2011,1,1,6,0,Unknown,Female,No,26,Urban,0
Vermont,Snow,1/15/2011,1,Rural-Principal Arterial-Other,36,,Driver of a Motor Vehicle In-Transport,No,,Female,No Injury (O),2011,1,15,6,0,Unknown,Female,No,36,Rural,0
West Virginia,Rain,1/1/2011,1,Rural-Principal Arterial-Other,68,0,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),2011,1,1,6,0,White,Female,No,68,Rural,0
Wisconsin,Clear,1/1/2011,1,Urban-Collector,26,,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2011,1,1,6,0,White,Male,Unknown,26,Urban,0
Alabama,Clear,1/4/2011,1,Urban-Local Road or Street,24,,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2011,1,4,2,0,White,Male,Unknown,24,Urban,0
Alaska,Cloudy,1/5/2011,2,Rural-Major Collector,37,0,Driver of a Motor Vehicle In-Transport,No,,Male,Incapacitating Injury (A),2011,1,5,3,0,Unknown,Male,No,37,Rural,0
Arizona,Clear,1/3/2011,1,Rural-Principal Arterial-Interstate,20,,Passenger of a Motor Vehicle In-Transport,Not Reported,Unknown,Female,Fatal Injury (K),2011,1,3,1,0,Unknown,Female,Unknown,20,Rural,0
Arizona,Clear,1/3/2011,1,Rural-Principal Arterial-Interstate,23,0,Driver of a Motor Vehicle In-Transport,No,,Male,Possible Injury (C),2011,1,3,1,0,Unknown,Male,No,23,Rural,0
Arkansas,Clear,1/3/2011,2,Urban-Principal Arterial-Interstate,2,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Non-incapacitating Evident Injury (B),2011,1,3,1,0,Unknown,Male,Unknown,2,Urban,0
Arkansas,Clear,1/3/2011,2,Urban-Principal Arterial-Interstate,39,,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,1,3,1,0,White,Female,Unknown,39,Urban,0
Arkansas,Clear,1/3/2011,2,Urban-Principal Arterial-Interstate,82,0,Driver of a Motor Vehicle In-Transport,Unknown,White,Female,Fatal Injury (K),2011,1,3,1,0,White,Female,Unknown,82,Urban,0
Colorado,Clear,1/4/2011,1,Rural-Minor Collector,18,,Passenger of a Motor Vehicle In-Transport,No,,Male,Non-incapacitating Evident Injury (B),2011,1,4,2,0,Unknown,Male,No,18,Rural,0
District of Columbia,Clear,2/12/2011,1,Urban-Local Road or Street,,0.21,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,2,12,6,0.21,White,Male,No,Unknown,Urban,1
Florida,Clear,1/2/2011,1,Urban-Other Principal Arterial,4,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,No Injury (O),2011,1,2,7,0,Unknown,Female,Unknown,4,Urban,0
Florida,Clear,1/2/2011,1,Urban-Other Principal Arterial,5,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,No Injury (O),2011,1,2,7,0,Unknown,Female,Unknown,5,Urban,0
Florida,Clear,1/2/2011,1,Urban-Other Principal Arterial,8,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,1,2,7,0,Unknown,Female,Unknown,8,Urban,0
Florida,Clear,1/2/2011,1,Urban-Other Principal Arterial,19,0,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,1,2,7,0,Unknown,Male,No,19,Urban,0
Idaho,Snow,1/7/2011,1,Rural-Principal Arterial-Other,24,,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,7,5,0,White,Male,Unknown,24,Rural,0
Idaho,Snow,1/7/2011,1,Rural-Principal Arterial-Other,44,,Driver of a Motor Vehicle In-Transport,No,,Male,Possible Injury (C),2011,1,7,5,0,Unknown,Male,No,44,Rural,0
Iowa,Clear,1/4/2011,1,Rural-Principal Arterial-Other,23,0,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,1,4,2,0,White,Male,No,23,Rural,0
Kansas,Clear,1/2/2011,1,Rural-Major Collector,31,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Possible Injury (C),2011,1,2,7,0,Unknown,Male,Unknown,31,Rural,0
Kansas,Clear,1/2/2011,1,Rural-Major Collector,64,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,Non-incapacitating Evident Injury (B),2011,1,2,7,0,Unknown,Male,Unknown,64,Rural,0
Kansas,Clear,1/2/2011,1,Rural-Major Collector,85,,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,1,2,7,0,White,Male,No,85,Rural,0
Maryland,Rain,1/1/2011,1,Rural-Major Collector,48,0.2,Driver of a Motor Vehicle In-Transport,No,,Male,Incapacitating Injury (A),2011,1,1,6,0.2,Unknown,Male,No,48,Rural,1
Massachusetts,Clear,1/23/2011,1,Urban-Other Principal Arterial,18,0.13,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,23,7,0.13,White,Male,Unknown,18,Urban,1
Michigan,Cloudy,1/2/2011,1,Urban-Other Principal Arterial,37,0,Driver of a Motor Vehicle In-Transport,No,Filipino,Female,Fatal Injury (K),2011,1,2,7,0,Filipino,Female,No,37,Urban,0
Michigan,Cloudy,1/2/2011,1,Urban-Other Principal Arterial,52,0,Driver of a Motor Vehicle In-Transport,No,,Female,Possible Injury (C),2011,1,2,7,0,Unknown,Female,No,52,Urban,0
Minnesota,Clear,1/4/2011,2,Urban-Minor Arterial,70,0,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2011,1,4,2,0,White,Male,Unknown,70,Urban,0
Minnesota,Clear,1/4/2011,2,Urban-Minor Arterial,70,0,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,1,4,2,0,White,Female,Unknown,70,Urban,0
Missouri,Clear,1/2/2011,1,Urban-Collector,18,0.19,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,2,7,0.19,White,Male,Unknown,18,Urban,1
Montana,Clear,1/22/2011,1,Urban-Other Principal Arterial,1,,Passenger of a Motor Vehicle In-Transport,No,,Female,Non-incapacitating Evident Injury (B),2011,1,22,6,0,Unknown,Female,No,1,Urban,0
Montana,Clear,1/22/2011,1,Urban-Other Principal Arterial,19,,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,1,22,6,0,Unknown,Male,No,19,Urban,0
Montana,Clear,1/22/2011,1,Urban-Other Principal Arterial,46,,Driver of a Motor Vehicle In-Transport,No,,Female,Possible Injury (C),2011,1,22,6,0,Unknown,Female,No,46,Urban,0
Nebraska,Clear,1/1/2011,1,Rural-Minor Arterial,56,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,1,1,6,0,Unknown,Female,Unknown,56,Rural,0
Nebraska,Clear,1/1/2011,1,Rural-Minor Arterial,59,,Driver of a Motor Vehicle In-Transport,No,,Male,Non-incapacitating Evident Injury (B),2011,1,1,6,0,Unknown,Male,No,59,Rural,0
Nebraska,Clear,1/1/2011,1,Rural-Minor Arterial,59,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,1,1,6,0,Unknown,Female,Unknown,59,Rural,0
Nebraska,Clear,1/1/2011,1,Rural-Minor Arterial,79,,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,1,1,6,0,White,Female,Unknown,79,Rural,0
Nevada,Clear,1/7/2011,1,Rural-Major Collector,61,0,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,1,7,5,0,White,Male,No,61,Rural,0
New Hampshire,Clear,1/3/2011,1,Urban-Local Road or Street,21,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Possible Injury (C),2011,1,3,1,0,Unknown,Female,Unknown,21,Urban,0
New Hampshire,Clear,1/3/2011,1,Urban-Local Road or Street,23,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,Possible Injury (C),2011,1,3,1,0,Unknown,Male,Unknown,23,Urban,0
New Hampshire,Clear,1/3/2011,1,Urban-Local Road or Street,79,0,Driver of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,1,3,1,0,White,Female,Unknown,79,Urban,0
New Jersey,Clear,1/30/2011,1,Urban-Principal Arterial-Other Freeways or Expressways,20,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Possible Injury (C),2011,1,30,7,0,Unknown,Male,Unknown,20,Urban,0
New Jersey,Clear,1/30/2011,1,Urban-Principal Arterial-Other Freeways or Expressways,23,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,1,30,7,0,Unknown,Female,Unknown,23,Urban,0
New Jersey,Clear,1/30/2011,1,Urban-Principal Arterial-Other Freeways or Expressways,26,0.22,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,1,30,7,0.22,White,Male,No,26,Urban,1
New Mexico,Clear,1/3/2011,1,Urban-Principal Arterial-Other Freeways or Expressways,56,0,Driver of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,1,3,1,0,Unknown,Female,Unknown,56,Urban,0
New Mexico,Clear,1/3/2011,1,Urban-Principal Arterial-Other Freeways or Expressways,71,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Incapacitating Injury (A),2011,1,3,1,0,Unknown,Female,Unknown,71,Urban,0
New York,"Fog, Smog, Smoke",1/1/2011,1,Rural-Principal Arterial-Interstate,44,,Driver of a Motor Vehicle In-Transport,Not Reported,,Female,No Injury (O),2011,1,1,6,0,Unknown,Female,Unknown,44,Rural,0
North Carolina,Clear,1/15/2011,2,Rural-Major Collector,39,0.3,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,15,6,0.3,White,Male,Unknown,39,Rural,1
North Dakota,Clear,1/5/2011,1,Rural-Major Collector,59,0.24,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,5,3,0.24,White,Male,Unknown,59,Rural,1
Ohio,Rain,1/1/2011,1,Urban-Principal Arterial-Interstate,8,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Non-incapacitating Evident Injury (B),2011,1,1,6,0,Unknown,Male,Unknown,8,Urban,0
Ohio,Rain,1/1/2011,1,Urban-Principal Arterial-Interstate,24,0.23,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2011,1,1,6,0.23,White,Male,Unknown,24,Urban,1
Ohio,Rain,1/1/2011,1,Urban-Principal Arterial-Interstate,25,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,1,1,6,0,Unknown,Female,Unknown,25,Urban,0
Ohio,Rain,1/1/2011,1,Urban-Principal Arterial-Interstate,27,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,1,1,6,0,Unknown,Female,Unknown,27,Urban,0
Oklahoma,Clear,1/1/2011,2,Urban-Principal Arterial-Other Freeways or Expressways,41,0.18,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),2011,1,1,6,0.18,White,Female,No,41,Urban,1
Oregon,Clear,1/3/2011,1,Rural-Minor Arterial,78,0,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),2011,1,3,1,0,White,Female,No,78,Rural,0
South Carolina,"Fog, Smog, Smoke",1/1/2011,1,Rural-Minor Arterial,29,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,1,1,6,0,Unknown,Male,Unknown,29,Rural,0
South Carolina,"Fog, Smog, Smoke",1/1/2011,1,Rural-Minor Arterial,40,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,1,1,6,0,Unknown,Male,Unknown,40,Rural,0
Tennessee,Rain,1/1/2011,1,Urban-Collector,22,0.15,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2011,1,1,6,0.15,White,Male,Unknown,22,Urban,1
Texas,Cloudy,1/1/2011,1,Urban-Other Principal Arterial,21,0.13,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,1,1,6,0.13,Unknown,Male,Unknown,21,Urban,1
Texas,Cloudy,1/1/2011,1,Urban-Other Principal Arterial,57,0,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,1,6,0,White,Male,Unknown,57,Urban,0
Utah,Cloudy,1/8/2011,1,Urban-Principal Arterial-Interstate,51,,Driver of a Motor Vehicle In-Transport,Yes,White,Female,Fatal Injury (K),2011,1,8,6,0,White,Female,Yes,51,Urban,0
Vermont,Snow,1/18/2011,1,Rural-Principal Arterial-Other,52,0,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),2011,1,18,2,0,White,Female,No,52,Rural,0
Virginia,Clear,1/6/2011,1,Urban-Other Principal Arterial,55,0,Pedestrian,Unknown,White,Male,Fatal Injury (K),2011,1,6,4,0,White,Male,Unknown,55,Urban,0
Virginia,Clear,1/6/2011,1,Urban-Other Principal Arterial,82,,Driver of a Motor Vehicle In-Transport,Unknown,,Female,No Injury (O),2011,1,6,4,0,Unknown,Female,Unknown,82,Urban,0
Washington,Cloudy,1/2/2011,1,Rural-Major Collector,50,0,Driver of a Motor Vehicle In-Transport,Yes,White,Female,Fatal Injury (K),2011,1,2,7,0,White,Female,Yes,50,Rural,0
West Virginia,Clear,1/3/2011,1,Rural-Major Collector,59,0,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),2011,1,3,1,0,White,Female,No,59,Rural,0
Wisconsin,Cloudy,1/1/2011,1,Urban-Principal Arterial-Interstate,34,0.21,Driver of a Motor Vehicle In-Transport,Unknown,White,Female,Fatal Injury (K),2011,1,1,6,0.21,White,Female,Unknown,34,Urban,1
Wyoming,Clear,1/29/2011,1,Rural-Principal Arterial-Interstate,11,,Passenger of a Motor Vehicle In-Transport,No,,Female,Possible Injury (C),2011,1,29,6,0,Unknown,Female,No,11,Rural,0
Wyoming,Clear,1/29/2011,1,Rural-Principal Arterial-Interstate,12,,Passenger of a Motor Vehicle In-Transport,No,,Female,Possible Injury (C),2011,1,29,6,0,Unknown,Female,No,12,Rural,0
Wyoming,Clear,1/29/2011,1,Rural-Principal Arterial-Interstate,15,,Passenger of a Motor Vehicle In-Transport,No,,Male,Possible Injury (C),2011,1,29,6,0,Unknown,Male,No,15,Rural,0
Wyoming,Clear,1/29/2011,1,Rural-Principal Arterial-Interstate,16,,Passenger of a Motor Vehicle In-Transport,No,,Female,Incapacitating Injury (A),2011,1,29,6,0,Unknown,Female,No,16,Rural,0
Wyoming,Clear,1/29/2011,1,Rural-Principal Arterial-Interstate,24,,Driver of a Motor Vehicle In-Transport,No,,Male,Non-incapacitating Evident Injury (B),2011,1,29,6,0,Unknown,Male,No,24,Rural,0
Alabama,Rain,1/5/2011,2,Urban-Collector,2,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,1,5,3,0,Unknown,Male,Unknown,2,Urban,0
Alabama,Rain,1/5/2011,2,Urban-Collector,4,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,1,5,3,0,Unknown,Male,Unknown,4,Urban,0
Alabama,Rain,1/5/2011,2,Urban-Collector,30,0,Driver of a Motor Vehicle In-Transport,Yes,,Male,Incapacitating Injury (A),2011,1,5,3,0,Unknown,Male,Yes,30,Urban,0
Alabama,Rain,1/5/2011,2,Urban-Collector,33,0,Driver of a Motor Vehicle In-Transport,Unknown,White,Female,Fatal Injury (K),2011,1,5,3,0,White,Female,Unknown,33,Urban,0
Alaska,Clear,1/12/2011,1,Rural-Principal Arterial-Interstate,62,0,Driver of a Motor Vehicle In-Transport,No,American Indian (includes Aleuts and Eskimos),Male,Fatal Injury (K),2011,1,12,3,0,American Indian (includes Aleuts and Eskimos),Male,No,62,Rural,0
Arizona,Clear,1/5/2011,1,Rural-Principal Arterial-Interstate,45,,Pedestrian,Unknown,Unknown,Male,Fatal Injury (K),2011,1,5,3,0,Unknown,Male,Unknown,45,Rural,0
Arizona,Clear,1/5/2011,1,Rural-Principal Arterial-Interstate,46,,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,1,5,3,0,Unknown,Male,No,46,Rural,0
